,cancer type,gene,Article p_value,R p_value,Lorsi p_value,num of samples,better group survival,delta tested,max k changes with chosen alpha,max k changes to stay stable,max alpha to stay stable,p_value upper with max changes k,p_value upper on alpha 0.01,p_value upper one change,is greedy algo correct up to alpha,k changes to reach disagreement,p_value when disagreement,p_value greedy on alpha 0.01
3864,Skin,MYH9,0.141116,0.076274,0.066154,463,A,0.05,,,,,,,,,,
3865,Skin,SDHC,0.465223,0.215837,0.276794,463,A,0.05,,,,,,,,,,
3866,Skin,PCK2,0.048411,0.061171,0.063607,463,B,0.05,,,,,,,,,,
3867,Skin,FANCA,0.126674,0.05063,0.080077,463,A,0.05,,,,,,,,,,
3868,Skin,NDUFB8,0.480182,0.363974,0.407956,463,B,0.05,,,,,,,,,,
3869,Skin,TIMP2,0.023084,0.021898,0.022622,463,A,0.05,4.0,1.0,0.0022,0.031028,0.1104874018006098,0.0310282856099291,True,,,0.110487
3870,Skin,KDR,0.118946,0.114802,0.128174,463,A,0.05,,,,,,,,,,
3871,Skin,HRAS,0.000329,0.000172,0.000107,463,A,0.05,4.0,,,0.00257,0.0025703655692667,0.0001807767580504,True,,,0.00257
3872,Skin,LIMK1,0.62388,0.442519,0.430303,463,B,0.05,,,,,,,,,,
3873,Skin,VASP,0.026848,0.109217,0.110417,463,A,0.05,,,,,,,,,,
3874,Skin,TERF1,0.005306,0.0054,0.004432,463,A,0.05,4.0,1.0,0.0022,0.008176,0.2715402181582964,0.0081756948476884,True,,,0.27154
3875,Skin,FBP1,1.4e-05,3e-05,3.4e-05,463,B,0.05,4.0,,,0.000345,0.0003447893910333,5.857462403954138e-05,True,,,0.000345
3876,Skin,LTB,5e-06,3.1e-05,5.9e-05,463,B,0.05,4.0,,,0.000637,0.0006374862248174,0.0001000218405218,True,,,0.000637
3877,Skin,CBX3,0.001021,0.002213,0.001956,463,B,0.05,4.0,,,0.031312,0.0313115238764883,0.0030186842259094,True,,,0.031312
3878,Skin,CDC42,0.060843,0.219029,0.189767,463,B,0.05,,,,,,,,,,
3879,Skin,SNAI2,0.008364,0.003345,0.003816,463,A,0.05,4.0,,,0.02404,0.0240401389167475,0.0057028307278287,True,,,0.02404
3880,Skin,BTG2,0.002015,0.00439,0.00768,463,B,0.05,4.0,,,0.037902,0.0379020446704859,0.0110950243548765,True,,,0.037902
3881,Skin,RAD1,0.27057,0.430297,0.365599,463,A,0.05,,,,,,,,,,
3882,Skin,PFN1,0.251983,0.143832,0.132616,463,A,0.05,,,,,,,,,,
3883,Skin,ACD,0.240443,0.514727,0.579741,463,A,0.05,,,,,,,,,,
3884,Skin,CIB1,0.011231,0.033361,0.043029,463,A,0.05,4.0,0.0,0.0,0.043029,0.2969640580085296,0.0609047360042569,True,,,0.296964
3885,Skin,GADD45B,0.00177,0.001449,0.001769,463,A,0.05,4.0,,,0.022542,0.0225415576785847,0.0025706543923275,True,,,0.022542
3886,Skin,BIK,0.000387,6.1e-05,2.3e-05,463,A,0.05,4.0,,,0.002299,0.0022985984917314,4.482534442568244e-05,True,,,0.002299
3887,Skin,MTA1,0.189846,0.18543,0.155947,463,A,0.05,,,,,,,,,,
3888,Skin,GALM,0.00018,0.000356,0.000264,463,B,0.05,4.0,,,0.001909,0.0019087709013491,0.0004293198690201,True,,,0.001909
3889,Skin,FST,0.001693,0.001418,0.002297,463,B,0.05,4.0,,,0.022616,0.0226162707316159,0.0034375415458458,True,,,0.022616
3890,Skin,BMI1,0.000353,0.000321,0.00019,463,A,0.05,4.0,,,0.011411,0.0114108368826525,0.0003359445486327,True,,,0.011411
3891,Skin,UQCRC1,0.023204,0.007367,0.005636,463,A,0.05,4.0,,,0.02597,0.0259699031122203,0.0082531598372331,True,,,0.02597
3892,Skin,EGR1,0.078609,0.095939,0.094265,463,B,0.05,,,,,,,,,,
3893,Skin,MYB,0.003864,0.008439,0.006947,463,B,0.05,4.0,,,0.034394,0.034394191648861,0.0104109959868833,True,,,0.034394
3894,Skin,FOXO3,0.056901,0.039025,0.049681,463,A,0.05,4.0,0.0,0.0,0.049681,0.2299990328828204,0.0654876600100203,True,,,0.229999
3895,Skin,NFKBIB,0.01103,0.034393,0.048579,463,A,0.05,4.0,0.0,0.0,0.048579,0.289078704985,0.0649110230277546,True,,,0.289079
3896,Skin,CTNNB1,0.068514,0.043551,0.052795,463,A,0.05,,,,,,,,,,
3897,Skin,CSNK2A2,0.052304,0.024605,0.023856,463,A,0.05,4.0,1.0,0.0022,0.032639,0.1022003365344841,0.0326387433473309,True,,,0.1022
3898,Skin,COX6A1,0.001266,0.001309,0.001333,463,A,0.05,4.0,,,0.014436,0.0144357179399315,0.0020857759168021,True,,,0.014436
3899,Skin,WASL,0.189573,0.152906,0.135091,463,B,0.05,,,,,,,,,,
3900,Skin,PLK1,0.000165,9.4e-05,0.000169,463,A,0.05,4.0,,,0.001754,0.001754429710184,0.0002777447027037,True,,,0.001754
3901,Skin,RPA3,0.033053,0.040627,0.039105,463,B,0.05,4.0,0.0,0.0,0.039105,0.1672394074011818,0.0516772484408457,True,,,0.167239
3902,Skin,RAD51C,0.047375,0.025061,0.031789,463,B,0.05,4.0,1.0,0.0022,0.048154,0.494180721112312,0.0481542116025761,True,,,0.494181
3903,Skin,CXCL5,0.274599,0.285768,0.263081,463,A,0.05,,,,,,,,,,
3904,Skin,XAB2,0.047954,0.034172,0.041989,463,A,0.05,4.0,0.0,0.0,0.041989,0.384472174606926,0.0617603756772287,True,,,0.384472
3905,Skin,TNFRSF1B,3e-06,1.1e-05,1.5e-05,463,B,0.05,4.0,,,0.000181,0.0001814531806918,2.58217273172306e-05,True,,,0.000181
3906,Skin,DEDD2,0.345561,0.283167,0.25383,463,A,0.05,,,,,,,,,,
3907,Skin,TWIST1,0.100526,0.049407,0.052831,463,B,0.05,,,,,,,,,,
3908,Skin,CAPN2,0.045197,0.032769,0.048138,463,A,0.05,4.0,0.0,0.0,0.048138,0.192616609801948,0.0636520631973415,True,,,0.192617
3909,Skin,CD82,0.001978,0.004517,0.006108,463,B,0.05,4.0,,,0.041473,0.0414732984935737,0.0088477841887513,True,,,0.041473
3910,Skin,NDUFC1,0.091907,0.078704,0.073144,463,A,0.05,,,,,,,,,,
3911,Skin,PDK3,0.057793,0.035536,0.030189,463,B,0.05,4.0,1.0,0.0022,0.045821,0.4118506713243459,0.045820615459806,True,,,0.411851
3912,Skin,LIG3,0.032044,0.039532,0.048715,463,A,0.05,4.0,0.0,0.0,0.048715,0.2515460555672444,0.0660808625559616,True,,,0.251546
3913,Skin,IL6,0.000344,6.1e-05,9.4e-05,463,B,0.05,4.0,,,0.005644,0.0056437206852225,0.0001687516849188,True,,,0.005644
3914,Skin,CCL2,2.1e-05,4.4e-05,7.5e-05,463,B,0.05,4.0,,,0.001173,0.0011726089266091,0.0001277581525256,True,,,0.001173
3915,Skin,TERF2IP,0.000182,0.001331,0.001552,463,B,0.05,4.0,,,0.01351,0.013509512929384,0.0023854753074859,True,,,0.01351
3916,Skin,FAS,3.5e-05,8e-06,6e-06,463,B,0.05,4.0,,,0.000299,0.0002994856398033,1.2032764195724377e-05,True,,,0.000299
3917,Skin,NME4,0.000108,4.7e-05,1.8e-05,463,B,0.05,4.0,,,0.014872,0.0148722350294139,4.665085733771616e-05,True,,,0.014872
3918,Skin,ERBB2,0.013834,0.013021,0.010814,463,A,0.05,4.0,2.0,0.0043,0.04134,0.0821667678106319,0.0154905522276545,True,,,0.082167
3919,Skin,CASP9,0.021892,0.019678,0.01776,463,B,0.05,4.0,1.0,0.0022,0.02505,0.1228190896663421,0.0250496216699507,True,,,0.122819
3920,Skin,NBN,0.002085,0.00376,0.002414,463,A,0.05,4.0,3.0,0.0065,0.04064,0.0702016127492696,0.0039473353043659,True,,,0.070202
3921,Skin,METAP2,0.14177,0.217596,0.13897,463,A,0.05,,,,,,,,,,
3922,Skin,PPP2R1A,5.5e-05,7e-06,6e-06,463,A,0.05,4.0,,,0.000427,0.000427339578163,1.1786109684287762e-05,True,,,0.000427
3923,Skin,GADD45G,0.007688,0.001586,0.001642,463,B,0.05,4.0,,,0.010764,0.010764018054334,0.0024859486408451,True,,,0.010764
3924,Skin,CTSL,0.133378,0.050466,0.065312,463,A,0.05,,,,,,,,,,
3925,Skin,TP73,0.053284,0.068332,0.058482,463,B,0.05,,,,,,,,,,
3926,Skin,CCNG1,0.17501,0.207099,0.235217,463,B,0.05,,,,,,,,,,
3927,Skin,NEIL2,0.002633,0.002628,0.002087,463,A,0.05,4.0,,,0.016082,0.0160821009134248,0.0032256055642097,True,,,0.016082
3928,Skin,ARF6,0.008907,0.037383,0.021877,463,A,0.05,4.0,1.0,0.0022,0.033931,0.3572997504106615,0.0339310521051664,True,,,0.3573
3929,Skin,TALDO1,0.338471,0.237967,0.207194,463,B,0.05,,,,,,,,,,
3930,Skin,CDC25C,0.007896,0.013039,0.017113,463,A,0.05,4.0,1.0,0.0022,0.024086,0.1198132883593339,0.0240856851357698,True,,,0.119813
3931,Skin,PLAUR,0.003001,0.021337,0.033078,463,A,0.05,4.0,1.0,0.0022,0.045161,0.2372349470047791,0.0451606491916412,True,,,0.237235
3932,Skin,NDUFB9,0.053915,0.05909,0.060686,463,A,0.05,,,,,,,,,,
3933,Skin,FHIT,0.007502,0.012759,0.012268,463,B,0.05,4.0,2.0,0.0043,0.037205,0.0710076896769998,0.0174254859639707,True,,,0.071008
3934,Skin,TLN1,0.014772,0.034673,0.030679,463,B,0.05,4.0,1.0,0.0022,0.042571,0.1863970564820864,0.0425714255065731,True,,,0.186397
3935,Skin,CXCL13,0.0,1e-06,2e-06,463,B,0.05,4.0,,,5.4e-05,5.409347054016627e-05,4.002407448537033e-06,True,,,5.4e-05
3936,Skin,PRPS2,0.005208,0.015601,0.008287,463,B,0.05,4.0,3.0,0.0065,0.049366,0.0706457715151337,0.012489927955575,True,,,0.070646
3937,Skin,PTGES3,0.243331,0.189848,0.24577,463,A,0.05,,,,,,,,,,
3938,Skin,PAX8,0.02802,0.034065,0.052111,463,B,0.05,,,,,,,,,,
3939,Skin,SNAI3,0.000244,0.000663,0.001065,463,B,0.05,4.0,,,0.007934,0.0079344278236542,0.0016463757063417,True,,,0.007934
3940,Skin,SDHB,0.02848,0.041575,0.03384,463,B,0.05,4.0,1.0,0.0022,0.046902,0.1249000958403367,0.0469016096808287,True,,,0.1249
3941,Skin,CCND1,0.047758,0.026606,0.026253,463,A,0.05,4.0,1.0,0.0022,0.035941,0.1144653441369365,0.0359412032338292,True,,,0.114465
3942,Skin,PRC1,9e-05,5.2e-05,0.000103,463,A,0.05,4.0,,,0.001034,0.0010344331565296,0.0001705306202293,True,,,0.001034
3943,Skin,PIF1,0.40193,0.397931,0.45764,463,A,0.05,,,,,,,,,,
3944,Skin,ESR1,0.002748,0.002056,0.001516,463,A,0.05,4.0,,,0.02936,0.029359861039932,0.0023227475089715,True,,,0.02936
3945,Skin,MYC,0.130943,0.061096,0.085938,463,A,0.05,,,,,,,,,,
3946,Skin,TGFB1,0.000403,0.001856,0.001675,463,B,0.05,4.0,,,0.021519,0.0215191877478929,0.0025733706733111,True,,,0.021519
3947,Skin,COX6C,0.057711,0.094336,0.102665,463,A,0.05,,,,,,,,,,
3948,Skin,MMP1,0.092885,0.039345,0.031927,463,A,0.05,4.0,1.0,0.0022,0.043645,0.1097289004561008,0.0436448549300644,True,,,0.109729
3949,Skin,RND3,0.003064,0.00093,0.00078,463,B,0.05,4.0,,,0.018529,0.0185290307960135,0.0012778481349799,True,,,0.018529
3950,Skin,PHKA1,0.252704,0.304282,0.341367,463,B,0.05,,,,,,,,,,
3951,Skin,CCNF,7.6e-05,2.3e-05,4.7e-05,463,A,0.05,4.0,,,0.000498,0.0004975446058121,7.848583979663156e-05,True,,,0.000498
3952,Skin,PTPN1,0.0076,0.029887,0.01648,463,B,0.05,4.0,1.0,0.0022,0.023484,0.1249339655122669,0.0234842807129338,True,,,0.124934
3953,Skin,RAD51B,0.343083,0.459351,0.32734,463,A,0.05,,,,,,,,,,
3954,Skin,JUN,0.196881,0.191873,0.25842,463,B,0.05,,,,,,,,,,
3955,Skin,CYB561D1,0.36555,0.235894,0.277362,463,B,0.05,,,,,,,,,,
3956,Skin,ARHGDIA,0.032607,0.022992,0.026217,463,A,0.05,4.0,1.0,0.0022,0.036304,0.1414599954685517,0.0363036932190853,True,,,0.14146
3957,Skin,IDH3G,0.007656,0.004615,0.002106,463,A,0.05,4.0,3.0,0.0065,0.03323,0.0531770137359128,0.0035252524465469,True,,,0.053177
3958,Skin,NPM1,0.101386,0.210251,0.13529,463,B,0.05,,,,,,,,,,
3959,Skin,EGFR,0.003209,0.005917,0.005809,463,B,0.05,4.0,3.0,0.0065,0.048474,0.0798856055858737,0.0085655434099816,True,,,0.079886
3960,Skin,FOS,0.027854,0.049154,0.041889,463,B,0.05,4.0,0.0,0.0,0.041889,0.1804784890894761,0.0567512878977145,True,,,0.180478
3961,Skin,PTK2,0.183115,0.196341,0.156555,463,A,0.05,,,,,,,,,,
3962,Skin,PDK2,0.289538,0.160675,0.178347,463,A,0.05,,,,,,,,,,
3963,Skin,PRKCB,0.00289,0.006796,0.009709,463,B,0.05,4.0,3.0,0.0065,0.037093,0.0518698271133898,0.0138713475064851,True,,,0.05187
3964,Skin,BCL2L1,0.124728,0.407995,0.478369,463,A,0.05,,,,,,,,,,
3965,Skin,RAD21,0.001375,0.000767,0.000341,463,A,0.05,4.0,3.0,0.0065,0.035523,0.0755595199314527,0.0007497978770489,True,,,0.07556
3966,Skin,COX5B,0.307448,0.121204,0.102548,463,B,0.05,,,,,,,,,,
3967,Skin,GYS1,4e-06,2e-06,1e-06,463,A,0.05,4.0,,,0.000342,0.0003424132515695,2.980518187151092e-06,True,,,0.000342
3968,Skin,CCNB2,0.005272,0.006342,0.009662,463,A,0.05,4.0,,,0.046936,0.0469364179939937,0.0137940396444211,True,,,0.046936
3969,Skin,TBK1,0.002497,0.00212,0.001102,463,A,0.05,4.0,3.0,0.0065,0.030969,0.0580208838945658,0.0020399880242147,True,,,0.058021
3970,Skin,RORB,0.719287,0.545991,0.592909,463,B,0.05,,,,,,,,,,
3971,Skin,MYLK,0.000346,0.00074,0.000617,463,B,0.05,4.0,,,0.015603,0.0156027090047992,0.0010299719115936,True,,,0.015603
3972,Skin,BCAR1,0.000637,0.000463,0.000285,463,A,0.05,4.0,,,0.003391,0.0033905149907779,0.0004629197339702,True,,,0.003391
3973,Skin,KAT5,0.463754,0.643902,0.642361,463,A,0.05,,,,,,,,,,
3974,Skin,BLM,0.009702,0.008837,0.013256,463,A,0.05,4.0,3.0,0.0065,0.043872,0.0598856184364724,0.0185691935125991,True,,,0.059886
3975,Skin,RB1,0.221771,0.213001,0.138762,463,A,0.05,,,,,,,,,,
3976,Skin,IL7,0.000433,0.000203,0.000314,463,B,0.05,4.0,,,0.005604,0.0056041753289055,0.000534857674602,True,,,0.005604
3977,Skin,RARA,0.009926,0.009215,0.009386,463,A,0.05,4.0,,,0.046593,0.0465926800811668,0.0133721205827846,True,,,0.046593
3978,Skin,POLB,0.303305,0.273937,0.215586,463,A,0.05,,,,,,,,,,
3979,Skin,BCL2A1,0.000189,0.000544,0.000367,463,B,0.05,4.0,,,0.003045,0.003044740581358,0.0005865362974267,True,,,0.003045
3980,Skin,PHKG2,0.272845,0.316289,0.267915,463,A,0.05,,,,,,,,,,
3981,Skin,NEIL3,0.23903,0.207385,0.256205,463,A,0.05,,,,,,,,,,
3982,Skin,MUTYH,0.103408,0.25539,0.246227,463,A,0.05,,,,,,,,,,
3983,Skin,SRC,0.061705,0.065772,0.079131,463,B,0.05,,,,,,,,,,
3984,Skin,MCL1,1.6e-05,0.000168,0.000109,463,B,0.05,4.0,,,0.001681,0.0016808735327954,0.0001821967733897,True,,,0.001681
3985,Skin,IFNG,0.0,1e-06,0.0,463,B,0.05,4.0,,,5e-06,5.4632155856526005e-06,7.04120067078049e-07,True,,,5e-06
3986,Skin,COX6B1,0.007482,0.005403,0.004435,463,A,0.05,4.0,,,0.023183,0.0231831533415627,0.0067360281593102,True,,,0.023183
3987,Skin,PTEN,0.004988,0.002248,0.000956,463,B,0.05,4.0,,,0.01642,0.0164197440844885,0.0016454822501471,True,,,0.01642
3988,Skin,ATXN3,0.012328,0.009314,0.004599,463,A,0.05,4.0,1.0,0.0022,0.008349,0.1964306058582149,0.0083492929610603,True,,,0.196431
3989,Skin,CASP8,1.9e-05,2.6e-05,1.9e-05,463,B,0.05,4.0,,,0.000201,0.000201251762666,3.368738340446716e-05,True,,,0.000201
3990,Skin,RNF8,0.256438,0.373485,0.254626,463,A,0.05,,,,,,,,,,
3991,Skin,SDHA,0.177803,0.093039,0.112797,463,B,0.05,,,,,,,,,,
3992,Skin,PRPS1,0.046944,0.127864,0.110087,463,B,0.05,,,,,,,,,,
3993,Skin,IDH3B,0.011219,0.007685,0.007789,463,A,0.05,4.0,,,0.04177,0.0417700661177255,0.0112029756369487,True,,,0.04177
3994,Skin,PGM1,0.037857,0.022139,0.031677,463,B,0.05,4.0,1.0,0.0022,0.043494,0.3101133323131842,0.0434938654040683,True,,,0.310113
3995,Skin,APAF1,0.012664,0.01648,0.020926,463,A,0.05,4.0,1.0,0.0022,0.028986,0.1290093243391373,0.0289856584475595,True,,,0.129009
3996,Skin,EME1,0.039614,0.066654,0.10394,463,A,0.05,,,,,,,,,,
3997,Skin,HUS1,0.342549,0.152198,0.145403,463,B,0.05,,,,,,,,,,
3998,Skin,RBL2,0.00069,0.000689,0.000556,463,A,0.05,4.0,3.0,0.0065,0.035644,0.0750682563382798,0.0012428489536851,True,,,0.075068
3999,Skin,BCL2,0.162231,0.166647,0.207165,463,A,0.05,,,,,,,,,,
4000,Skin,CXCL12,0.002487,0.002382,0.003279,463,B,0.05,4.0,,,0.028655,0.028655257271758,0.0050347993650879,True,,,0.028655
4001,Skin,NDUFA8,0.005216,0.002725,0.002254,463,A,0.05,4.0,,,0.035271,0.0352710688703193,0.0035779833367944,True,,,0.035271
4002,Skin,CDC20,0.001137,0.002082,0.003742,463,A,0.05,4.0,,,0.021256,0.0212559427601191,0.0055694633265422,True,,,0.021256
4003,Skin,SMG6,0.025279,0.025041,0.025723,463,A,0.05,4.0,2.0,0.0043,0.049725,0.0899282145457466,0.03495988598086,True,,,0.089928
4004,Skin,PGK1,0.486786,0.255883,0.255518,463,A,0.05,,,,,,,,,,
4005,Skin,PIGF,0.013231,0.033662,0.018818,463,B,0.05,4.0,1.0,0.0022,0.026692,0.1614666459901198,0.0266918663824193,True,,,0.161467
4006,Skin,SLK,0.11487,0.103646,0.075498,463,B,0.05,,,,,,,,,,
4007,Skin,SLX4,0.02354,0.008017,0.005161,463,A,0.05,4.0,,,0.037955,0.037955338021991,0.00753529770194,True,,,0.037955
4008,Skin,SIRT1,0.007233,0.007479,0.003862,463,A,0.05,4.0,1.0,0.0022,0.007135,0.2261308039376131,0.0071349478346463,True,,,0.226131
4009,Skin,UNG,0.002553,0.000411,0.000667,463,A,0.05,4.0,,,0.004742,0.004741892041666,0.0010320478486569,True,,,0.004742
4010,Skin,PNKP,0.002828,0.001043,0.000449,463,A,0.05,4.0,,,0.009626,0.0096260204098108,0.0007783519042132,True,,,0.009626
4011,Skin,CXCL14,0.122089,0.125685,0.092656,463,B,0.05,,,,,,,,,,
4012,Skin,GYS2,,0.321278,0.283023,463,B,0.05,,,,,,,,,,
4013,Skin,CTSK,0.367463,0.249544,0.307654,463,A,0.05,,,,,,,,,,
4014,Skin,RPA1,0.016401,0.042547,0.055725,463,A,0.05,,,,,,,,,,
4015,Skin,UQCR11,0.31737,0.171469,0.150937,463,A,0.05,,,,,,,,,,
4016,Skin,PDK4,0.05341,0.022582,0.016289,463,A,0.05,4.0,1.0,0.0022,0.023256,0.1683362191321928,0.0232557912125335,True,,,0.168336
4017,Skin,NDUFAB1,0.233754,0.149501,0.145103,463,A,0.05,,,,,,,,,,
4018,Skin,LIG4,0.040888,0.023364,0.019481,463,A,0.05,4.0,1.0,0.0022,0.032345,0.4091436816948369,0.032345394350182,True,,,0.409144
4019,Skin,VIM,0.21146,0.155938,0.149175,463,B,0.05,,,,,,,,,,
4020,Skin,MMP2,0.000734,0.002201,0.001481,463,A,0.05,4.0,,,0.012885,0.0128852210865412,0.0022700884632552,True,,,0.012885
4021,Skin,CHUK,0.000834,0.003345,0.001578,463,A,0.05,4.0,2.0,0.0043,0.033624,0.1427850489724945,0.0031037110901043,True,,,0.142785
4022,Skin,TERT,0.482449,0.10899,0.094366,463,B,0.05,,,,,,,,,,
4023,Skin,WIPF1,7e-06,3e-06,4e-06,463,B,0.05,4.0,,,5.4e-05,5.385564992107671e-05,6.554680652772189e-06,True,,,5.4e-05
4024,Skin,PRKCA,0.064942,0.036085,0.030101,463,B,0.05,4.0,1.0,0.0022,0.042964,0.2421581626303858,0.0429643592511752,True,,,0.242158
4025,Skin,PFKL,0.295828,0.217801,0.219331,463,A,0.05,,,,,,,,,,
4026,Skin,BNIP3,0.020523,0.020066,0.027045,463,A,0.05,4.0,1.0,0.0022,0.036962,0.1122469178415638,0.0369617319102615,True,,,0.112247
4027,Skin,TNFSF4,1.9e-05,2.3e-05,3.8e-05,463,B,0.05,4.0,,,0.001585,0.001584823510929,6.845846550787463e-05,True,,,0.001585
4028,Skin,SDHD,0.002131,0.004372,0.003391,463,A,0.05,4.0,2.0,0.0043,0.048362,0.1848446028572972,0.0065591243030451,True,,,0.184845
4029,Skin,CFL1,0.076217,0.062451,0.055843,463,A,0.05,,,,,,,,,,
4030,Skin,MAPK1,0.009838,0.005953,0.010141,463,A,0.05,4.0,3.0,0.0065,0.039942,0.0553301124865751,0.0145088536820231,True,,,0.05533
4031,Skin,AKT1,0.006051,0.001613,0.001469,463,A,0.05,4.0,,,0.022184,0.022183726457742,0.0023182253909109,True,,,0.022184
4032,Skin,HTATIP2,0.062675,0.048228,0.030389,463,A,0.05,4.0,1.0,0.0022,0.044595,0.3118603884045924,0.0445954340595492,True,,,0.31186
4033,Skin,CCNB1,0.008714,0.009197,0.017352,463,A,0.05,4.0,2.0,0.0043,0.041316,0.0809971905727852,0.0250014955350379,True,,,0.080997
4034,Skin,SUMO1,0.04177,0.06012,0.036227,463,A,0.05,4.0,0.0,0.0,0.036227,0.5332078228170636,0.0546675801901042,True,,,0.533208
4035,Skin,GPI,0.000862,0.000516,0.000439,463,A,0.05,4.0,,,0.005144,0.0051441217326539,0.0007275143166265,True,,,0.005144
4036,Skin,COX4I1,0.162318,0.146761,0.129294,463,A,0.05,,,,,,,,,,
4037,Skin,PDK1,0.033532,0.027407,0.02186,463,B,0.05,4.0,1.0,0.0022,0.030302,0.1154411394152157,0.0303022731744842,True,,,0.115441
4038,Skin,ARRDC3,0.002787,0.001656,0.001614,463,B,0.05,4.0,,,0.022889,0.0228892220267071,0.0025128085010914,True,,,0.022889
4039,Skin,BMP2,0.016517,0.014045,0.011657,463,B,0.05,4.0,1.0,0.0022,0.01761,0.1294403765569952,0.017610119500636,True,,,0.12944
4040,Skin,LIG1,0.001548,0.000682,0.001024,463,A,0.05,4.0,,,0.013434,0.0134344677024404,0.0016135840681025,True,,,0.013434
4041,Skin,NTHL1,0.02141,0.008867,0.008273,463,A,0.05,4.0,3.0,0.0065,0.036192,0.0506087542699951,0.0117674151260893,True,,,0.050609
4042,Skin,COX8A,0.018625,0.009967,0.008356,463,A,0.05,4.0,2.0,0.0043,0.045481,0.1050674098796208,0.012707787393318,True,,,0.105067
4043,Skin,PHKG1,0.09049,0.167497,0.143443,463,B,0.05,,,,,,,,,,
4044,Skin,IDH3A,0.278741,0.218913,0.265771,463,A,0.05,,,,,,,,,,
4045,Skin,MMP7,0.230595,0.111826,0.131102,463,A,0.05,,,,,,,,,,
4046,Skin,PLCG1,0.230911,0.174822,0.142579,463,B,0.05,,,,,,,,,,
4047,Skin,COX5A,0.033275,0.024456,0.023351,463,A,0.05,4.0,1.0,0.0022,0.032287,0.1338300050823959,0.0322866378894302,True,,,0.13383
4048,Skin,RAD51D,0.137579,0.169479,0.126321,463,A,0.05,,,,,,,,,,
4049,Skin,BCL2L2,0.030458,0.013725,0.00705,463,B,0.05,4.0,3.0,0.0065,0.043147,0.0621785394049178,0.0106125141136879,True,,,0.062179
4050,Skin,ARHGEF7,0.002136,0.001688,0.002724,463,A,0.05,4.0,,,0.013909,0.0139093881629968,0.0040298841734556,True,,,0.013909
4051,Skin,DKC1,0.220105,0.078865,0.126223,463,A,0.05,,,,,,,,,,
4052,Skin,PIDD1,0.231252,0.186947,0.197294,463,B,0.05,,,,,,,,,,
4053,Skin,TYMP,0.000611,0.001668,0.001742,463,B,0.05,4.0,,,0.009583,0.009583144947948,0.0026444279764199,True,,,0.009583
4054,Skin,NOXA,0.206125,0.292845,0.309112,463,B,0.05,,,,,,,,,,
4055,Skin,SLC25A25,0.031219,0.04017,0.060185,463,B,0.05,,,,,,,,,,
4056,Skin,NR4A3,0.030788,0.019894,0.02712,463,B,0.05,4.0,1.0,0.0022,0.039396,0.3274193764334939,0.0393956597995145,True,,,0.327419
4057,Skin,POT1,0.001687,0.002298,0.00262,463,B,0.05,4.0,,,0.018626,0.0186261615487522,0.003931367545032,True,,,0.018626
4058,Skin,PGM2,0.004179,0.014777,0.008993,463,A,0.05,4.0,1.0,0.0022,0.014425,0.2633667325620123,0.0144251072774023,True,,,0.263367
4059,Skin,SNAI1,0.202304,0.242823,0.303399,463,A,0.05,,,,,,,,,,
4060,Skin,EDN1,0.069945,0.232093,0.163507,463,B,0.05,,,,,,,,,,
4061,Skin,AIMP2,0.011812,0.006378,0.011769,463,A,0.05,4.0,3.0,0.0065,0.039836,0.055705372481279,0.0170521893703569,True,,,0.055705
4062,Skin,NFKBIE,0.009932,0.026687,0.037657,463,B,0.05,4.0,0.0,0.0,0.037657,0.1225960676005462,0.0501027478723602,True,,,0.122596
4063,Skin,CXCL11,0.0,0.0,0.0,463,B,0.05,4.0,,,3e-06,2.884713716573665e-06,3.112624003235394e-07,True,,,3e-06
4064,Skin,CDC25A,1.1e-05,3.6e-05,6.3e-05,463,A,0.05,4.0,,,0.000844,0.000844433871727,0.0001068456550122,True,,,0.000844
4065,Skin,PINX1,0.026962,0.003938,0.004954,463,A,0.05,4.0,,,0.038478,0.0384775131724112,0.0074907489135515,True,,,0.038478
4066,Skin,CAV1,0.003513,0.002426,0.003373,463,B,0.05,4.0,,,0.035089,0.0350891198980179,0.0050875446796673,True,,,0.035089
4067,Skin,TERF2,0.131132,0.473185,0.51157,463,A,0.05,,,,,,,,,,
4068,Skin,PAK4,8.4e-05,1.1e-05,8e-06,463,A,0.05,4.0,,,0.001143,0.0011428413700154,1.7011665504459738e-05,True,,,0.001143
4069,Skin,RAD17,0.133394,0.118842,0.101745,463,B,0.05,,,,,,,,,,
4070,Skin,CXCL3,0.199303,0.362495,0.319824,463,A,0.05,,,,,,,,,,
4071,Skin,BNIP3L,0.009112,0.046549,0.027064,463,A,0.05,4.0,1.0,0.0022,0.042804,0.3404258716229371,0.0428037827875752,True,,,0.340426
4072,Skin,CASP10,0.002841,0.003381,0.003762,463,B,0.05,4.0,,,0.021906,0.0219060776498488,0.0055491759375105,True,,,0.021906
4073,Skin,COX7A2,0.079777,0.194212,0.177529,463,A,0.05,,,,,,,,,,
4074,Skin,TIMP1,0.000228,0.000255,0.000389,463,B,0.05,4.0,,,0.006503,0.0065032689480077,0.0006296171303068,True,,,0.006503
4075,Skin,SOCS3,0.005768,0.013447,0.017377,463,B,0.05,4.0,1.0,0.0022,0.0245,0.1436674051281599,0.0244998782496729,True,,,0.143667
4076,Skin,LTA,5e-06,4.7e-05,8.2e-05,463,B,0.05,4.0,,,0.000753,0.0007527944452628,0.0001384150396714,True,,,0.000753
